2224699200000,599a0989-eab7-49c2-b78f-4752ccde7870,0,10.0,0fa1204d-26cb-4175-8c24-525ee4571366,204007,5430,19,69,26,49,7022,2342769205,111,439,4,407,9000,69,16,1,16,,,22,13,0
2224699201000,66c02304-02ba-47bc-8276-e13f2456e2fd,0,11.0,10a96e3b-00a3-4684-888e-693ac5801da1,203912,5430,15,22,42,994,7022,2342769205,111,35,4,407,9000,69,16,1,1,,,22,13,0
2224699202000,cdb7c046-c2c5-43e7-a9f7-e16263e1f2bb,0,12.0,cdc031be-4768-49a8-9f5a-c2022816edf5,204008,5430,8,23,4,49,7022,2342769205,111,313,4,407,9000,69,16,1,1,,,22,13,0
2224699203000,1667050f-ad80-4f34-8dd6-b64780754023,0,11.0,0fa1204d-26cb-4175-8c24-525ee4571366,204007,5430,15,42,45,49,7022,2342769205,111,336,4,407,9000,69,16,1,16,,,22,13,0
2224699204000,6ab79bb0-7e2d-46d0-b1c5-d70fe48697e6,0,12.0,10a96e3b-00a3-4684-888e-693ac5801da1,203811,5430,29,49,49,49,7022,2342769205,111,269,4,407,9000,69,16,1,1,,,22,13,0
2224699205000,5fa29962-0e2e-4d3a-9370-73b2fc6d6eae,0,13.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203810,5430,22,0,4,994,7022,2342769205,111,264,4,407,9000,69,16,1,1,,,22,13,0
2224699206000,610fa542-0f1a-45b0-b037-5af3972f5006,0,13.0,0fa1204d-26cb-4175-8c24-525ee4571366,204007,5430,24,4,14,49,7022,2342769205,111,438,4,407,9000,69,16,1,16,,,22,13,0
2224699207000,91ee9224-164c-4ae5-a01e-6c9481ea3f4d,0,14.0,10a96e3b-00a3-4684-888e-693ac5801da1,203909,5430,29,2,10,49,940,1062824687,111,495,7,328,9010,69,3,1,1,,,22,13,0
2224699208000,920154e9-15bf-4b17-8267-f1454043c83f,0,15.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203809,5430,23,17,6,49,3965,2342769205,111,197,7,983,510,68,3,74,1,,,22,13,0
2224699209000,5db6d00e-7bbc-4446-8652-fab692040b08,0,16.0,0fa1204d-26cb-4175-8c24-525ee4571366,204007,5430,17,48,47,49,940,1062824687,111,396,7,328,510,68,16,74,16,,,22,13,0
2224699210000,982bcfe4-5e8b-41b8-97ae-dda4a095b4bc,0,17.0,10a96e3b-00a3-4684-888e-693ac5801da1,203809,5430,13,75,35,49,940,2342769205,111,499,4,826,510,68,3,74,1,,,22,13,0
2224699211000,633450c4-397b-4de5-88ef-1372f017dbc3,0,18.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203912,5430,14,8,38,994,9062,2342769205,111,269,7,407,510,68,3,74,1,,,22,13,0
2224699212000,be73e723-e0c9-40a9-89fe-03ed461ad2ad,0,19.0,0fa1204d-26cb-4175-8c24-525ee4571366,204002,5430,21,76,47,49,940,4128040931,111,317,7,328,510,68,3,74,1,,,22,13,0
2224699213000,7e8f1863-e834-4e13-bad2-28be19f030e8,0,20.0,10a96e3b-00a3-4684-888e-693ac5801da1,204007,5430,9,30,30,49,3537,2342769205,111,168,7,407,100,68,16,66,1,,,22,13,0
2224699214000,cfb99d2c-c474-4ddd-96c3-b3a0bc32c376,0,21.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203809,5430,21,23,8,49,3744,2342769205,111,119,4,407,9000,69,16,1,1,,,22,13,0
2224699215000,e60f997a-c339-4384-ba6e-25598896678d,0,22.0,0fa1204d-26cb-4175-8c24-525ee4571366,203912,5430,23,13,9,994,940,2531194909,111,258,7,328,510,68,3,74,1,,,22,13,0
2224699216000,bee14e24-bed6-43a2-82be-98713b72a39b,0,23.0,10a96e3b-00a3-4684-888e-693ac5801da1,203810,5430,15,23,41,49,7022,2342769205,111,439,4,407,9000,69,16,1,1,,,22,13,0
2224699217000,5df59c74-92d0-4c19-8776-554ea707ae52,0,24.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203906,5430,13,48,45,49,7022,2342769205,111,346,4,407,9000,69,16,1,1,,,22,13,0
2224699218000,7bbdf68d-eb48-4c71-99b9-c85cccce5040,0,25.0,0fa1204d-26cb-4175-8c24-525ee4571366,204010,5430,18,24,54,49,7022,2342769205,111,404,4,407,9000,69,16,1,1,,,22,13,0
2224699219000,e21893a8-f617-4cef-955c-50c09b5e8d2c,0,26.0,10a96e3b-00a3-4684-888e-693ac5801da1,203905,5430,14,4,8,49,940,1062824687,111,249,7,328,9010,69,3,1,1,,,22,13,0
2224699220000,b8a907ca-324b-4c4c-a026-f2b6b08df85a,0,27.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203911,5430,12,38,47,49,940,20089145,111,343,7,328,510,68,3,74,1,,,22,13,0
2224699221000,39f0e2eb-6b5d-4f3c-913b-0c72b48d20b7,0,28.0,0fa1204d-26cb-4175-8c24-525ee4571366,204009,5430,15,68,59,49,940,20089145,111,291,7,407,9010,69,3,1,1,,,22,13,0
2224699222000,b017444e-364a-40fc-9d52-d7ba7d6d0b28,0,29.0,10a96e3b-00a3-4684-888e-693ac5801da1,203712,5430,21,2,42,49,940,2531194909,111,100,7,407,110,12,3,31,1,,,22,13,0
2224699223000,53919e42-9a13-4875-a225-841b4133a005,0,30.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203909,5430,23,6,41,49,940,3707276281,111,183,7,328,510,68,3,74,1,,,22,13,0
2224699224000,e685cca9-3b9a-4451-b3de-2c793a00dfba,0,29.0,0fa1204d-26cb-4175-8c24-525ee4571366,203909,5430,7,56,1,49,940,1062824687,111,17,7,328,510,68,3,74,1,,,22,13,0
2224699225000,76eec25c-cf2a-41e9-b844-66cce73d5dd1,0,30.0,10a96e3b-00a3-4684-888e-693ac5801da1,204008,5430,9,23,46,49,940,2531194909,111,189,7,328,510,68,3,74,1,,,22,13,0
2224699226000,45b5828f-86b4-4830-adb6-e31aa0c5ce82,0,31.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203907,5430,27,35,0,49,940,4128040931,111,214,7,328,510,68,3,74,1,,,22,13,0
2224699227000,928b8572-e903-4fd3-b5e3-e20ea3ccb9f3,0,30.0,0fa1204d-26cb-4175-8c24-525ee4571366,203909,5430,5,63,10,49,7022,2342769205,111,36,4,407,9000,69,16,1,1,,,22,13,0
2224699228000,02f0d282-1e2b-4682-94aa-a05062da3318,0,31.0,10a96e3b-00a3-4684-888e-693ac5801da1,203902,5430,25,62,49,49,7022,2342769205,111,138,4,407,9000,69,16,1,1,,,22,13,0
2224699229000,729677ec-ec61-475d-bfaf-2e8cd70b51d7,0,32.0,cdc031be-4768-49a8-9f5a-c2022816edf5,204003,5430,7,70,0,49,940,2342769205,111,210,7,407,510,68,3,36,1,,,22,13,0
2224699230000,d502ac19-ae85-4b30-b79f-42a556b8b731,0,31.0,0fa1204d-26cb-4175-8c24-525ee4571366,203907,5430,10,23,17,49,940,2531194909,111,346,7,328,510,68,3,74,1,,,22,13,0
2224699231000,c9726b12-809f-4b70-85f9-e55e5d01488a,0,32.0,10a96e3b-00a3-4684-888e-693ac5801da1,203810,5430,13,20,52,49,3965,2342769205,111,237,7,407,510,68,3,74,1,,,22,13,0
2224699232000,82019cf6-e498-4c96-9305-123d72958d06,0,33.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203912,5430,18,14,42,49,940,2531194909,111,89,7,328,510,68,3,74,1,,,22,13,0
2224699233000,7685abc1-f49e-4c5c-a3e9-dffcf4606ec4,0,32.0,0fa1204d-26cb-4175-8c24-525ee4571366,203809,5430,27,38,22,49,7022,2342769205,111,495,4,407,9000,69,16,1,1,,,22,13,0
2224699234000,54bdba17-73f7-48e9-ac01-4f3de654e2d5,0,33.0,10a96e3b-00a3-4684-888e-693ac5801da1,203809,5430,10,73,28,49,940,2342769205,111,385,4,826,510,68,3,74,1,,,22,13,0
2224699235000,f5b1a222-cc71-4a5e-b2f8-46726ec6d0e0,0,34.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203801,5430,12,34,53,49,940,2342769205,111,335,7,407,510,68,3,36,1,,,22,13,0
2224699236000,642e6f3a-7f71-469f-8429-0d080aa271e5,0,33.0,0fa1204d-26cb-4175-8c24-525ee4571366,203902,5430,13,68,27,49,940,1062824687,111,420,7,407,9010,69,3,1,1,,,22,13,0
2224699237000,a2e27c50-0a04-47c2-9c88-37f57c2be19e,0,35.0,10a96e3b-00a3-4684-888e-693ac5801da1,203811,5430,20,59,49,49,7859,2342769205,111,474,7,407,510,68,3,74,1,,,22,13,0
2224699238000,4aa10b16-b25c-48b5-b146-ad6969774abe,0,36.0,cdc031be-4768-49a8-9f5a-c2022816edf5,204001,5430,16,30,13,49,940,1032826250,111,389,7,328,510,68,3,74,1,,,22,13,0
2224699239000,ef851b74-297f-4a91-b066-7e45c9afdf0d,0,35.0,0fa1204d-26cb-4175-8c24-525ee4571366,203810,5430,16,47,35,49,940,2531194909,111,230,7,328,510,68,3,74,1,,,22,13,0
2224699240000,43e6b566-d340-4fb2-8d6b-dc22d729c8b2,0,36.0,10a96e3b-00a3-4684-888e-693ac5801da1,204010,5430,25,25,13,49,1692,2342769205,111,149,7,407,510,68,3,74,1,,,22,13,0
2224699241000,6fbe1f80-9154-4220-b2ed-18823eba9b60,0,37.0,cdc031be-4768-49a8-9f5a-c2022816edf5,203807,5430,10,67,52,49,940,2531194909,111,138,7,328,510,68,3,74,1,,,22,13,0
2224699242000,cba955c7-93fc-458e-a822-d48e4bdd4176,0,36.0,0fa1204d-26cb-4175-8c24-525ee4571366,203911,5430,5,45,6,49,940,20089145,111,122,7,328,510,68,3,74,1,,,22,13,0
2224699243000,4d296ef1-241c-4c87-8c33-f7b93cbd70da,0,37.0,10a96e3b-00a3-4684-888e-693ac5801da1,204002,5430,20,69,9,49,7859,2342769205,111,221,7,407,510,68,3,74,1,,,22,13,0
