2224699200000,7fddde2d-7337-4c1f-b97a-2f2dbcc64b74,0,10.0,79cdf93d-f914-475f-9b77-e971eec4a826,204007,5430,19,69,26,49,7022,2342769205,111,439,4,407,9000,69,16,1,16,,,22,13,0
2224699201000,43949775-2b41-4ecd-bd93-6f5279bc3618,0,11.0,7ad01d60-32ef-4651-a075-a93d83b9b355,203912,5430,15,22,42,994,7022,2342769205,111,35,4,407,9000,69,16,1,1,,,22,13,0
2224699202000,91e5518e-4e24-4c68-8a80-e091fb83822d,0,12.0,08789710-14a2-425b-aba8-1cb53930bf8b,204008,5430,8,23,4,49,7022,2342769205,111,313,4,407,9000,69,16,1,1,,,22,13,0
2224699203000,1b967927-0210-4c65-b915-04618773c9eb,0,11.0,79cdf93d-f914-475f-9b77-e971eec4a826,204007,5430,15,42,45,49,7022,2342769205,111,336,4,407,9000,69,16,1,16,,,22,13,0
2224699204000,12f6dfc3-a138-4022-a699-cf450f95bc3e,0,12.0,7ad01d60-32ef-4651-a075-a93d83b9b355,203811,5430,29,49,49,49,7022,2342769205,111,269,4,407,9000,69,16,1,1,,,22,13,0
2224699205000,912a822d-5b22-4d93-9d12-dbc73c928585,0,13.0,08789710-14a2-425b-aba8-1cb53930bf8b,203810,5430,22,0,4,994,7022,2342769205,111,264,4,407,9000,69,16,1,1,,,22,13,0
2224699206000,788e0baa-0a92-41d3-a183-fc1352321ff3,0,13.0,79cdf93d-f914-475f-9b77-e971eec4a826,204007,5430,24,4,14,49,7022,2342769205,111,438,4,407,9000,69,16,1,16,,,22,13,0
2224699207000,d7148361-4756-49d8-a245-86a991eeee95,0,14.0,7ad01d60-32ef-4651-a075-a93d83b9b355,203909,5430,29,2,10,49,940,1062824687,111,495,7,328,9010,69,3,1,1,,,22,13,0
2224699208000,e5a0dde8-1086-4f26-869f-441878b0c435,0,15.0,08789710-14a2-425b-aba8-1cb53930bf8b,203809,5430,23,17,6,49,3965,2342769205,111,197,7,983,510,68,3,74,1,,,22,13,0
2224699209000,2a7c870e-99f3-4b7f-9e2a-fce4edc10ecc,0,16.0,79cdf93d-f914-475f-9b77-e971eec4a826,204007,5430,17,48,47,49,940,1062824687,111,396,7,328,510,68,16,74,16,,,22,13,0
2224699210000,16c98c2e-c76f-4cdc-aeb8-641a9d8756a1,0,17.0,7ad01d60-32ef-4651-a075-a93d83b9b355,203809,5430,13,75,35,49,940,2342769205,111,499,4,826,510,68,3,74,1,,,22,13,0
2224699211000,b6a9c67b-8d0b-441b-94a6-e3219040042f,0,18.0,08789710-14a2-425b-aba8-1cb53930bf8b,203912,5430,14,8,38,994,9062,2342769205,111,269,7,407,510,68,3,74,1,,,22,13,0
2224699212000,656cd7ad-a16a-4639-aa8e-bb266d4867a1,0,19.0,79cdf93d-f914-475f-9b77-e971eec4a826,204002,5430,21,76,47,49,940,4128040931,111,317,7,328,510,68,3,74,1,,,22,13,0
2224699213000,da426b1e-4d93-4bd0-971d-9027847bb8fe,0,20.0,7ad01d60-32ef-4651-a075-a93d83b9b355,204007,5430,9,30,30,49,3537,2342769205,111,168,7,407,100,68,16,66,1,,,22,13,0
2224699214000,94b60a30-f06c-4245-a546-31e81dc12869,0,21.0,08789710-14a2-425b-aba8-1cb53930bf8b,203809,5430,21,23,8,49,3744,2342769205,111,119,4,407,9000,69,16,1,1,,,22,13,0
2224699215000,74bd837e-f8b8-4091-94db-866dc7c6c18f,0,22.0,79cdf93d-f914-475f-9b77-e971eec4a826,203912,5430,23,13,9,994,940,2531194909,111,258,7,328,510,68,3,74,1,,,22,13,0
2224699216000,7a0b669d-a081-4ef6-a32a-94f55789f078,0,23.0,7ad01d60-32ef-4651-a075-a93d83b9b355,203810,5430,15,23,41,49,7022,2342769205,111,439,4,407,9000,69,16,1,1,,,22,13,0
2224699217000,790610d9-5162-46a3-8e13-0cb90c5e2f14,0,24.0,08789710-14a2-425b-aba8-1cb53930bf8b,203906,5430,13,48,45,49,7022,2342769205,111,346,4,407,9000,69,16,1,1,,,22,13,0
2224699218000,9f8ce2d6-ef34-4c79-a97f-f8ca8181a84b,0,25.0,79cdf93d-f914-475f-9b77-e971eec4a826,204010,5430,18,24,54,49,7022,2342769205,111,404,4,407,9000,69,16,1,1,,,22,13,0
2224699219000,60d285dc-83a9-4e49-b276-412e42b760f7,0,26.0,7ad01d60-32ef-4651-a075-a93d83b9b355,203905,5430,14,4,8,49,940,1062824687,111,249,7,328,9010,69,3,1,1,,,22,13,0
2224699220000,748bebcd-fc7a-425a-86e2-0cb782f44d60,0,27.0,08789710-14a2-425b-aba8-1cb53930bf8b,203911,5430,12,38,47,49,940,20089145,111,343,7,328,510,68,3,74,1,,,22,13,0
2224699221000,204548c2-d1c1-4d62-989a-1b0b3cdcd41f,0,28.0,79cdf93d-f914-475f-9b77-e971eec4a826,204009,5430,15,68,59,49,940,20089145,111,291,7,407,9010,69,3,1,1,,,22,13,0
